0,00000001,2020-11-12 10:45:20,2798,28177,0,17,63696,59,17922
1,00000001,2020-11-12 10:45:22,3135,28177,0,17,6369,59,17923
2,00000001,2020-11-12 10:45:24,3240,28177,0,17,63688,59,17923
3,00000001,2020-11-12 10:45:26,3228,28177,0,17,63689,59,17923
4,00000001,2020-11-12 10:45:28,2367,26967,0,17,6371,59,17931
5,00000001,2020-11-12 10:45:30,3670,26597,0,17,6369,59,17938
6,00000001,2020-11-12 10:45:32,3597,26329,0,17,63693,59,1794
7,00000001,2020-11-12 10:45:34,3947,26043,8,17,63689,59,17944
8,00000001,2020-11-12 10:45:37,3707,25913,8,17,63694,59,17944
9,00000001,2020-11-12 10:45:39,3846,25920,8,17,63691,59,17944
10,00000001,2020-11-12 10:45:41,4285,25680,8,17,63685,59,17947
11,00000001,2020-11-12 10:45:43,4217,26103,8,17,63684,59,17944
12,00000001,2020-11-12 10:45:45,3819,26363,8,17,63689,59,17941
13,00000001,2020-11-12 10:45:47,4585,27129,8,17,63672,59,17936
14,00000001,2020-11-12 10:45:48,4585,27129,8,17,63672,59,17936
15,00000001,2020-11-12 10:45:51,4585,27129,5,17,63672,59,17936
16,00000001,2020-11-12 10:45:52,4585,27129,5,17,63672,59,17936
