0,00000001,2020-11-12 11:10:08,3292,20105,0,17,63734,59,17992
1,00000001,2020-11-12 11:10:09,3434,20104,0,17,63731,59,17992
2,00000001,2020-11-12 11:10:11,3418,20105,0,17,63732,59,17992
3,00000001,2020-11-12 11:10:13,2918,20108,0,17,6374,59,17991
4,00000001,2020-11-12 11:10:15,2419,20111,0,17,63748,59,17989
5,00000001,2020-11-12 11:10:18,1938,20114,0,17,63756,59,17988
6,00000001,2020-11-12 11:10:20,1441,20117,0,17,63765,59,17987
7,00000001,2020-11-12 11:10:22,1494,20117,6,17,63764,59,17987
8,00000001,2020-11-12 11:10:24,1867,20115,6,17,63758,59,17988
9,00000001,2020-11-12 11:10:26,2208,20112,6,17,63752,59,17989
10,00000001,2020-11-12 11:10:28,2165,20113,6,17,63753,59,17989
11,00000001,2020-11-12 11:10:30,1667,20116,6,17,63761,59,17987
12,00000001,2020-11-12 11:10:32,259,20034,6,17,63785,59,17984
13,00000001,2020-11-12 11:10:34,259,20029,6,17,63785,59,17984
14,00000001,2020-11-12 11:10:35,1547,20117,6,17,63763,59,17987
15,00000001,2020-11-12 11:10:38,1623,20116,6,17,63762,59,17987
16,00000001,2020-11-12 11:10:40,1613,20116,6,17,63762,59,17987
17,00000001,2020-11-12 11:10:42,1548,20117,6,17,63763,59,17987
18,00000001,2020-11-12 11:10:44,1482,20117,6,17,63764,59,17987
19,00000001,2020-11-12 11:10:46,1498,20117,6,17,63764,59,17987
20,00000001,2020-11-12 11:10:48,1497,20117,6,17,63764,59,17987
21,00000001,2020-11-12 11:10:49,1617,20116,6,17,63762,59,17987
22,00000001,2020-11-12 11:10:52,1600,20116,6,17,63762,59,17987
23,00000001,2020-11-12 11:10:55,260,21172,6,17,63778,59,17974
24,00000001,2020-11-12 11:10:58,260,21571,6,17,63776,59,17971
25,00000001,2020-11-12 11:11:01,260,21946,6,17,63774,59,17968
26,00000001,2020-11-12 11:11:03,261,22389,15,17,63771,59,17964
27,00000001,2020-11-12 11:11:04,261,22668,15,17,6377,59,17962
28,00000001,2020-11-12 11:11:07,261,23167,15,17,63767,59,17957
29,00000001,2020-11-12 11:11:10,262,23651,15,17,63764,59,17953
30,00000001,2020-11-12 11:11:13,262,24149,15,17,63761,59,17949
31,00000001,2020-11-12 11:11:16,263,24649,15,17,63758,59,17944
32,00000001,2020-11-12 11:11:18,263,25148,15,17,63755,59,1794
33,00000001,2020-11-12 11:11:20,263,25647,15,17,63753,59,17936
34,00000001,2020-11-12 11:11:22,264,26085,0,17,6375,59,17932
35,00000001,2020-11-12 11:11:24,264,26555,0,17,63747,59,17928
36,00000001,2020-11-12 11:11:26,265,27030,0,17,63745,59,17924
37,00000001,2020-11-12 11:11:27,265,27225,0,17,63743,59,17923
38,00000001,2020-11-12 11:11:30,1527,28180,0,17,63717,59,17918
39,00000001,2020-11-12 11:11:32,1968,28179,0,17,6371,59,1792
40,00000001,2020-11-12 11:11:34,1941,28179,0,17,6371,59,1792
41,00000001,2020-11-12 11:11:37,2025,28179,0,17,63709,59,1792
42,00000001,2020-11-12 11:11:39,2313,28178,0,17,63704,59,1792
43,00000001,2020-11-12 11:11:41,2138,28179,0,17,63707,59,1792
44,00000001,2020-11-12 11:11:43,2273,28178,0,17,63704,59,1792
45,00000001,2020-11-12 11:11:45,2270,28178,0,17,63705,59,1792
46,00000001,2020-11-12 11:11:47,2171,28179,0,17,63706,59,1792
47,00000001,2020-11-12 11:11:49,1680,28180,0,17,63714,59,17918
48,00000001,2020-11-12 11:11:51,1185,28181,0,17,63723,59,17917
49,00000001,2020-11-12 11:11:53,1335,28180,0,17,6372,59,17918
50,00000001,2020-11-12 11:11:55,1585,28180,0,17,63716,59,17918
51,00000001,2020-11-12 11:11:57,2085,28179,0,17,63708,59,1792
52,00000001,2020-11-12 11:12:00,1927,28179,0,17,6371,59,17919
53,00000001,2020-11-12 11:12:01,1976,28179,0,17,63709,59,1792
54,00000001,2020-11-12 11:12:03,2333,28178,0,17,63704,59,17921
55,00000001,2020-11-12 11:12:06,2581,28178,0,17,637,59,17921
56,00000001,2020-11-12 11:12:08,2412,28178,0,17,63702,59,17921
57,00000001,2020-11-12 11:12:10,2367,26939,0,17,6371,59,17931
58,00000001,2020-11-12 11:12:12,2361,26447,0,17,63713,59,17935
59,00000001,2020-11-12 11:12:14,2355,25981,0,17,63716,59,17939
60,00000001,2020-11-12 11:12:16,2355,25972,0,17,63716,59,17939
61,00000001,2020-11-12 11:12:18,2349,25491,0,17,63719,59,17944
62,00000001,2020-11-12 11:12:20,2343,25005,0,17,63721,59,17948
63,00000001,2020-11-12 11:12:22,2340,24818,0,17,63723,59,17949
64,00000001,2020-11-12 11:12:24,2340,24773,0,17,63723,59,1795
65,00000001,2020-11-12 11:12:26,2340,24825,0,17,63723,59,17949
66,00000001,2020-11-12 11:12:28,2346,25254,0,17,6372,59,17945
