RTLS,	00000012,2020-08-28 12:12:10.876,-1012,376,0,17.6204714610802,59.2019903258292
RTLS,	00000012,2020-08-28 12:12:13.849,-988,375,0,17.6204685143659,59.2019887730056
RTLS,	00000012,2020-08-28 12:12:15.942,-979,407,0,17.6204716586907,59.2019862461055
RTLS,	00000012,2020-08-28 12:12:17.905,-970,412,0,17.6204712591621,59.2019853409495
RTLS,	00000012,2020-08-28 12:12:20.004,-912,404,0,17.6204634051027,59.2019819236532
RTLS,	00000012,2020-08-28 12:12:22.102,-844,413,0,17.6204566092503,59.2019768132221
RTLS,	00000012,2020-08-28 12:12:24.251,-818,416,0,17.6204539529302,59.2019748857328
RTLS,	00000012,2020-08-28 12:12:26.288,-788,417,0,17.6204505648597,59.201972809558
RTLS,	00000012,2020-08-28 12:12:28.251,-790,424,0,17.6204517182576,59.2019725235132
RTLS,	00000012,2020-08-28 12:12:30.248,-793,414,0,17.6204507576524,59.2019733257702
RTLS,	00000012,2020-08-28 12:12:32.394,-774,415,0,17.6204486600009,59.2019719888358
RTLS,	00000012,2020-08-28 12:12:34.382,-703,375,0,17.6204350807841,59.2019696199588
RTLS,	00000012,2020-08-28 12:12:36.343,-678,353,0,17.620429260432,59.2019692612881
RTLS,	00000012,2020-08-28 12:12:38.367,-655,335,0,17.620424199717,59.2019687967663
RTLS,	00000012,2020-08-28 12:12:40.251,-636,326,0,17.6204207895288,59.2019680604779
RTLS,	00000012,,NaN,NaN,,,
RTLS,	00000012,2020-08-28 12:12:44.195,-631,304,0,17.6204173153925,59.2019690458806
RTLS,	00000012,2020-08-28 12:12:45.252,-623,291,0,17.6204146706078,59.201969289091
RTLS,	00000012,,NaN,NaN,,,
RTLS,	00000012,2020-08-28 12:12:50.129,-486,370,0,17.6204089680815,59.2019553370848
RTLS,	00000012,2020-08-28 12:12:51.024,-470,372,0,17.6204073536172,59.2019541416968
RTLS,	00000012,2020-08-28 12:12:53.188,-428,361,0,17.6204009827765,59.2019519798531
RTLS,	00000012,2020-08-28 12:12:55.354,-467,398,0,17.6204104142811,59.2019523784063
RTLS,	00000012,2020-08-28 12:12:57.494,-415,415,0,17.6204065454357,59.2019478627172
RTLS,	00000012,2020-08-28 12:12:58.525,-383,448,0,17.6204071228634,59.2019437300681
RTLS,	00000012,2020-08-28 12:13:00.668,-350,504,0,17.6204106018135,59.2019381487295
RTLS,	00000012,2020-08-28 12:13:02.694,-295,524,0,17.6204067747958,59.2019332512356
RTLS,	00000012,2020-08-28 12:13:04.785,-301,549,0,17.6204107600005,59.2019321528428
RTLS,	00000012,2020-08-28 12:13:06.960,-345,561,0,17.6204174967164,59.2019343890292
RTLS,	00000012,2020-08-28 12:13:08.978,-346,548,0,17.6204159077301,59.2019352370727
RTLS,	00000012,2020-08-28 12:13:11.078,-373,587,0,17.6204241940117,59.2019347090526
RTLS,	00000012,2020-08-28 12:13:12.037,-351,590,0,17.6204220069357,59.201933050378
RTLS,	00000012,2020-08-28 12:13:14.045,-364,621,0,17.6204276008376,59.2019320620233
RTLS,	00000012,2020-08-28 12:13:15.979,-361,624,0,17.6204276426663,59.2019316802185
RTLS,	00000012,2020-08-28 12:13:17.862,-374,591,0,17.6204248363368,59.2019345359979
RTLS,	00000012,2020-08-28 12:13:19.900,-342,551,0,17.620415832248,59.2019347880642
RTLS,	00000012,2020-08-28 12:13:21.914,-271,526,0,17.6204042218457,59.2019315182183
RTLS,	00000012,2020-08-28 12:13:22.997,-273,472,0,17.6203973687719,59.2019348961138
RTLS,	00000012,2020-08-28 12:13:24.943,-358,410,0,17.6203992024564,59.2019443324309
RTLS,	00000012,2020-08-28 12:13:26.922,-475,381,0,17.6204091214541,59.2019539371338
RTLS,	00000012,2020-08-28 12:13:28.020,-561,400,0,17.6204217039983,59.2019585754224
RTLS,	00000012,2020-08-28 12:13:29.839,-738,383,0,17.6204402366916,59.2019714915706
RTLS,	00000012,2020-08-28 12:13:31.775,-888,375,0,17.6204567832824,59.2019820526383
RTLS,	00000012,2020-08-28 12:13:33.746,-1034,376,0,17.620474041919,59.2019918043099
RTLS,	00000012,2020-08-28 12:13:34.864,-1160,306,0,17.6204796353173,59.2020044764944
RTLS,	00000012,,NaN,NaN,,,
RTLS,	00000012,2020-08-28 12:13:38.697,-1286,239,0,17.6204856224754,59.202016968485
RTLS,	00000012,2020-08-28 12:13:39.818,-1087,239,0,17.6204622776147,59.2020035949541
RTLS,	00000012,2020-08-28 12:13:41.915,-1099,233,0,17.6204628978214,59.2020047617858
RTLS,	00000012,2020-08-28 12:13:43.978,-1194,244,0,17.6204754861449,59.2020104854242
