RTLS,	00000011,,NaN,NaN,,,
RTLS,	00000011,2020-08-28 12:12:13.800,-1109,138,0,17.620451601809,59.2020111399591
RTLS,	00000011,2020-08-28 12:12:15.734,-995,430,0,17.6204765545021,59.2019859398786
RTLS,	00000011,2020-08-28 12:12:18.618,-985,421,0,17.6204742001094,59.2019858084232
RTLS,	00000011,2020-08-28 12:12:19.494,-894,414,0,17.6204626060455,59.2019801133411
RTLS,	00000011,2020-08-28 12:12:21.479,-886,427,0,17.6204633738582,59.201978794872
RTLS,	00000011,2020-08-28 12:12:24.444,-823,432,0,17.6204566395448,59.2019742607176
RTLS,	00000011,,NaN,NaN,,,
RTLS,	00000011,2020-08-28 12:12:27.584,-794,437,0,17.6204538937999,59.2019720114882
RTLS,	00000011,2020-08-28 12:12:30.579,-785,435,0,17.6204525754949,59.2019715267843
RTLS,	00000011,2020-08-28 12:12:32.612,-753,417,0,17.6204464589814,59.2019704574295
RTLS,	00000011,2020-08-28 12:12:34.635,-693,387,0,17.6204354827213,59.2019682271469
RTLS,	00000011,2020-08-28 12:12:36.703,-676,339,0,17.620427188258,59.2019699677851
RTLS,	00000011,2020-08-28 12:12:38.505,-660,332,0,17.6204243925094,59.2019693129785
RTLS,	00000011,2020-08-28 12:12:40.324,-625,338,0,17.6204210741554,59.2019666004624
RTLS,	00000011,2020-08-28 12:12:41.424,-627,341,0,17.6204217025381,59.2019665546759
RTLS,	00000011,2020-08-28 12:12:44.316,-622,337,0,17.6204205909694,59.2019664589159
RTLS,	00000011,2020-08-28 12:12:45.304,-608,338,0,17.6204190798728,59.2019654579999
RTLS,	00000011,2020-08-28 12:12:47.438,-509,352,0,17.6204093036616,59.201957963932
RTLS,	00000011,2020-08-28 12:12:49.432,-503,369,0,17.6204108311102,59.2019565396118
RTLS,	00000011,2020-08-28 12:12:51.308,-469,372,0,17.6204072363066,59.2019540744932
RTLS,	00000011,2020-08-28 12:12:53.323,-427,380,0,17.6204033592858,59.2019507714221
RTLS,	00000011,2020-08-28 12:12:55.191,-453,391,0,17.6204078531551,59.2019518580071
RTLS,	00000011,2020-08-28 12:12:57.175,-458,390,0,17.620408308455,59.2019522540901
RTLS,	00000011,2020-08-28 12:12:59.057,-378,462,0,17.6204083738609,59.2019425531454
RTLS,	00000011,2020-08-28 12:13:01.018,-383,538,0,17.6204189356914,59.2019383242545
RTLS,	00000011,2020-08-28 12:13:02.895,-327,536,0,17.6204121037825,59.201934680978
RTLS,	00000011,2020-08-28 12:13:04.854,-310,566,0,17.6204140471084,59.2019317365777
RTLS,	00000011,2020-08-28 12:13:06.817,-368,582,0,17.6204229511899,59.2019346733572
RTLS,	00000011,2020-08-28 12:13:08.903,-368,575,0,17.6204220324145,59.2019350938094
RTLS,	00000011,2020-08-28 12:13:10.997,-363,574,0,17.6204213146069,59.2019348178556
RTLS,	00000011,2020-08-28 12:13:12.102,-355,590,0,17.6204224761789,59.2019333191927
RTLS,	00000011,,NaN,NaN,,,
RTLS,	00000011,2020-08-28 12:13:16.048,-315,621,0,17.6204218526104,59.2019287690433
RTLS,	00000011,2020-08-28 12:13:18.118,-307,620,0,17.6204207828708,59.2019282914786
RTLS,	00000011,2020-08-28 12:13:20.034,-297,563,0,17.6204121283081,59.2019310431237
RTLS,	00000011,2020-08-28 12:13:21.037,-246,519,0,17.6204003703025,59.2019302585786
RTLS,	00000011,2020-08-28 12:13:23.131,-232,425,0,17.6203863901131,59.2019349637992
RTLS,	00000011,2020-08-28 12:13:25.146,-372,374,0,17.6203961196745,59.2019474356077
RTLS,	00000011,2020-08-28 12:13:27.212,-497,358,0,17.620408683455,59.2019567971003
RTLS,	00000011,2020-08-28 12:13:28.285,-626,388,0,17.6204277541532,59.2019636644363
RTLS,	00000011,2020-08-28 12:13:30.060,-757,345,0,17.6204374779534,59.201975050895
RTLS,	00000011,2020-08-28 12:13:32.286,-918,353,0,17.6204574150235,59.2019853901696
RTLS,	00000011,2020-08-28 12:13:33.226,-993,334,0,17.6204637195129,59.2019915716724
RTLS,	00000011,2020-08-28 12:13:35.182,-1135,298,0,17.6204756525145,59.2020032769193
RTLS,	00000011,2020-08-28 12:13:37.025,-1206,243,0,17.6204767626213,59.2020113519328
RTLS,	00000011,2020-08-28 12:13:38.066,-1203,243,0,17.6204764106886,59.2020111503218
RTLS,	00000011,2020-08-28 12:13:40.033,-1218,241,0,17.6204779078438,59.2020122785061
RTLS,	00000011,2020-08-28 12:13:42.081,-1241,225,0,17.620478505931,59.2020147852241
RTLS,	00000011,2020-08-28 12:13:43.951,-1235,235,0,17.620479114605,59.2020137813561
