00000011, 5/19/2020 9:30:05 AM, 588, 1710
00000012, 5/19/2020 9:30:03 AM, 578, 1626
00000013, 5/19/2020 9:30:04 AM, 603, 1574
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:05 AM, 588, 1710
00000012, 5/19/2020 9:30:18 AM, 669, 1441
00000013, 5/19/2020 9:30:04 AM, 603, 1574
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:05 AM, 588, 1710
00000012, 5/19/2020 9:30:19 AM, 679, 1437
00000013, 5/19/2020 9:30:23 AM, 319, 1440
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:24 AM, 605, 1586
00000012, 5/19/2020 9:30:24 AM, 691, 1566
00000013, 5/19/2020 9:30:24 AM, 232, 1313
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:24 AM, 605, 1586
00000012, 5/19/2020 9:30:25 AM, 623, 1432
00000013, 5/19/2020 9:30:25 AM, 167, 1213
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:27 AM, 614, 1583
00000012, 5/19/2020 9:30:26 AM, 587, 1429
00000013, 5/19/2020 9:30:26 AM, 160, 1096
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:28 AM, 640, 1526
00000012, 5/19/2020 9:30:27 AM, 583, 1423
00000013, 5/19/2020 9:30:26 AM, 160, 1096
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:29 AM, 649, 1553
00000012, 5/19/2020 9:30:28 AM, 573, 1426
00000013, 5/19/2020 9:30:30 AM, 22, 842
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:30 AM, 649, 1552
00000012, 5/19/2020 9:30:28 AM, 573, 1426
00000013, 5/19/2020 9:30:30 AM, 22, 842
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:32 AM, 649, 1556
00000012, 5/19/2020 9:30:28 AM, 573, 1426
00000013, 5/19/2020 9:30:32 AM, 183, 793
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:33 AM, 870, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:33 AM, 229, 782
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:35 AM, 846, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:34 AM, 227, 782
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:36 AM, 872, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:34 AM, 227, 782
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:37 AM, 870, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:34 AM, 227, 782
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:37 AM, 870, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:34 AM, 227, 782
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:37 AM, 870, 1710
00000012, 5/19/2020 9:30:33 AM, 638, 1454
00000013, 5/19/2020 9:30:40 AM, 246, 719
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:41 AM, 820, 1710
00000012, 5/19/2020 9:30:41 AM, 714, 1611
00000013, 5/19/2020 9:30:41 AM, 276, 549
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:42 AM, 823, 1710
00000012, 5/19/2020 9:30:42 AM, 607, 1431
00000013, 5/19/2020 9:30:41 AM, 276, 549
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:42 AM, 823, 1710
00000012, 5/19/2020 9:30:44 AM, 597, 1410
00000013, 5/19/2020 9:30:43 AM, 268, 535
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:44 AM, 819, 1710
00000012, 5/19/2020 9:30:44 AM, 597, 1410
00000013, 5/19/2020 9:30:45 AM, 285, 483
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:45 AM, 648, 1540
00000012, 5/19/2020 9:30:46 AM, 657, 1411
00000013, 5/19/2020 9:30:45 AM, 285, 483
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:46 AM, 638, 1541
00000012, 5/19/2020 9:30:46 AM, 657, 1411
00000013, 5/19/2020 9:30:45 AM, 285, 483
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:48 AM, 633, 1541
00000012, 5/19/2020 9:30:49 AM, 699, 1385
00000013, 5/19/2020 9:30:49 AM, 321, 124
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:50 AM, 635, 1543
00000012, 5/19/2020 9:30:49 AM, 699, 1385
00000013, 5/19/2020 9:30:51 AM, 399, 334
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:52 AM, 635, 1543
00000012, 5/19/2020 9:30:49 AM, 699, 1385
00000013, 5/19/2020 9:30:52 AM, 398, 332
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:53 AM, 636, 1544
00000012, 5/19/2020 9:30:53 AM, 678, 1499
00000013, 5/19/2020 9:30:54 AM, 461, 505
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:55 AM, 653, 1574
00000012, 5/19/2020 9:30:55 AM, 500, 1429
00000013, 5/19/2020 9:30:55 AM, 454, 498
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:56 AM, 660, 1585
00000012, 5/19/2020 9:30:56 AM, 447, 1337
00000013, 5/19/2020 9:30:56 AM, 373, 528
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:57 AM, 668, 1598
00000012, 5/19/2020 9:30:57 AM, 458, 1143
00000013, 5/19/2020 9:30:56 AM, 373, 528
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:57 AM, 668, 1598
00000012, 5/19/2020 9:30:59 AM, 672, 961
00000013, 5/19/2020 9:30:58 AM, 231, 527
00000014, , NaN, NaN
00000011, 5/19/2020 9:30:57 AM, 668, 1598
00000012, 5/19/2020 9:31:00 AM, 669, 933
00000013, 5/19/2020 9:31:01 AM, 225, 529
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:02 AM, 688, 1648
00000012, 5/19/2020 9:31:01 AM, 600, 813
00000013, 5/19/2020 9:31:01 AM, 225, 529
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:03 AM, 695, 1662
00000012, 5/19/2020 9:31:03 AM, 364, 582
00000013, 5/19/2020 9:31:01 AM, 225, 529
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:04 AM, 701, 1674
00000012, 5/19/2020 9:31:04 AM, 391, 583
00000013, 5/19/2020 9:31:01 AM, 225, 529
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:06 AM, 719, 1710
00000012, 5/19/2020 9:31:06 AM, 354, 565
00000013, 5/19/2020 9:31:06 AM, 292, 619
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:07 AM, 722, 1710
00000012, 5/19/2020 9:31:06 AM, 354, 565
00000013, 5/19/2020 9:31:07 AM, 452, 751
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:08 AM, 731, 1710
00000012, 5/19/2020 9:31:08 AM, 333, 281
00000013, 5/19/2020 9:31:08 AM, 555, 852
00000014, , NaN, NaN
00000011, 5/19/2020 9:31:10 AM, 743, 1710
