ID,TimeStamp,X,Y
12, 5/19/2020 12:06:31 PM,-503,1767
13, 5/19/2020 12:06:34 PM,377,1770
,,,
11, 5/19/2020 12:06:19 PM,-620,1764
12, 5/19/2020 12:06:31 PM,-503,1767
13, 5/19/2020 12:06:35 PM,340,1759
,,,
11, 5/19/2020 12:06:19 PM,-620,1764
12, 5/19/2020 12:06:31 PM,-503,1767
13, 5/19/2020 12:06:37 PM,0,1461
,,,
11, 5/19/2020 12:06:19 PM,-620,1764
12, 5/19/2020 12:06:31 PM,-503,1767
13, 5/19/2020 12:06:38 PM,-136,1400
,,,
11, 5/19/2020 12:06:19 PM,-620,1764
12, 5/19/2020 12:06:31 PM,-503,1767
13, 5/19/2020 12:06:40 PM,-449,1208
,,,
11, 5/19/2020 12:06:19 PM,-620,1764
12, 5/19/2020 12:06:41 PM,-619,1743
13, 5/19/2020 12:06:41 PM,-570,1133
,,,
